,Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
663,QC,Crops,5000,World,5510,Production,44,Barley,1986,1986,tonnes,177169275.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
664,QC,Crops,5000,World,5510,Production,44,Barley,1987,1987,tonnes,175288684.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
665,QC,Crops,5000,World,5510,Production,44,Barley,1988,1988,tonnes,163396406.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
666,QC,Crops,5000,World,5510,Production,44,Barley,1989,1989,tonnes,164166455.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
667,QC,Crops,5000,World,5510,Production,44,Barley,1990,1990,tonnes,178074020.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
668,QC,Crops,5000,World,5510,Production,44,Barley,1991,1991,tonnes,169582274.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
669,QC,Crops,5000,World,5510,Production,44,Barley,1992,1992,tonnes,165533308.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
670,QC,Crops,5000,World,5510,Production,44,Barley,1993,1993,tonnes,169542965.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
671,QC,Crops,5000,World,5510,Production,44,Barley,1994,1994,tonnes,161019263.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
672,QC,Crops,5000,World,5510,Production,44,Barley,1995,1995,tonnes,140724630.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
673,QC,Crops,5000,World,5510,Production,44,Barley,1996,1996,tonnes,155017318.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
674,QC,Crops,5000,World,5510,Production,44,Barley,1997,1997,tonnes,154359212.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
675,QC,Crops,5000,World,5510,Production,44,Barley,1998,1998,tonnes,137411482.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
676,QC,Crops,5000,World,5510,Production,44,Barley,1999,1999,tonnes,128085634.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
677,QC,Crops,5000,World,5510,Production,44,Barley,2000,2000,tonnes,133113066.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
678,QC,Crops,5000,World,5510,Production,44,Barley,2001,2001,tonnes,140599680.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
679,QC,Crops,5000,World,5510,Production,44,Barley,2002,2002,tonnes,141030434.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
680,QC,Crops,5000,World,5510,Production,44,Barley,2003,2003,tonnes,136544686.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
681,QC,Crops,5000,World,5510,Production,44,Barley,2004,2004,tonnes,156267473.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
682,QC,Crops,5000,World,5510,Production,44,Barley,2005,2005,tonnes,136742390.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
683,QC,Crops,5000,World,5510,Production,44,Barley,2006,2006,tonnes,144502756.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
684,QC,Crops,5000,World,5510,Production,44,Barley,2007,2007,tonnes,131148005.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
685,QC,Crops,5000,World,5510,Production,44,Barley,2008,2008,tonnes,153807910.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
686,QC,Crops,5000,World,5510,Production,44,Barley,2009,2009,tonnes,150783127.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
687,QC,Crops,5000,World,5510,Production,44,Barley,2010,2010,tonnes,123317085.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
688,QC,Crops,5000,World,5510,Production,44,Barley,2011,2011,tonnes,132747522.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
689,QC,Crops,5000,World,5510,Production,44,Barley,2012,2012,tonnes,132229102.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
690,QC,Crops,5000,World,5510,Production,44,Barley,2013,2013,tonnes,143481044.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
691,QC,Crops,5000,World,5510,Production,44,Barley,2014,2014,tonnes,145091156.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
692,QC,Crops,5000,World,5510,Production,44,Barley,2015,2015,tonnes,147748880.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
693,QC,Crops,5000,World,5510,Production,44,Barley,2016,2016,tonnes,145906773.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
694,QC,Crops,5000,World,5510,Production,44,Barley,2017,2017,tonnes,149141292.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
695,QC,Crops,5000,World,5510,Production,44,Barley,2018,2018,tonnes,141423028.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
696,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1961,1961,tonnes,843278.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
697,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1962,1962,tonnes,683627.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
698,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1963,1963,tonnes,806375.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
699,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1964,1964,tonnes,862725.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
700,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1965,1965,tonnes,1039717.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
701,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1966,1966,tonnes,1163452.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
702,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1967,1967,tonnes,1006503.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
703,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1968,1968,tonnes,792935.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
704,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1969,1969,tonnes,898993.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
705,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1970,1970,tonnes,897543.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
706,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1971,1971,tonnes,894136.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
707,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1972,1972,tonnes,924967.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
708,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1973,1973,tonnes,1080372.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
709,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1974,1974,tonnes,998017.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
710,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1975,1975,tonnes,983707.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
711,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1976,1976,tonnes,931706.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
712,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1977,1977,tonnes,1013097.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
713,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1978,1978,tonnes,1183792.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
714,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1979,1979,tonnes,1069945.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
715,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1980,1980,tonnes,1020526.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
716,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1981,1981,tonnes,1047983.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
717,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1982,1982,tonnes,912200.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
718,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1983,1983,tonnes,979837.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
719,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1984,1984,tonnes,1010687.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
720,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1985,1985,tonnes,1885984.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
721,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1986,1986,tonnes,1035779.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
722,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1987,1987,tonnes,811103.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
723,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1988,1988,tonnes,796455.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
724,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1989,1989,tonnes,847847.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
725,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1990,1990,tonnes,885343.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
726,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1991,1991,tonnes,724516.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
727,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1992,1992,tonnes,768879.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
728,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1993,1993,tonnes,784882.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
729,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1994,1994,tonnes,643345.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
730,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1995,1995,tonnes,623777.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
731,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1996,1996,tonnes,654243.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
732,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1997,1997,tonnes,583545.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
733,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1998,1998,tonnes,453582.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
734,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",1999,1999,tonnes,414772.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
735,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2000,2000,tonnes,408183.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
736,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2001,2001,tonnes,445658.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
737,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2002,2002,tonnes,399930.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
738,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2003,2003,tonnes,358066.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
739,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2004,2004,tonnes,346907.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
740,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2005,2005,tonnes,343565.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
741,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2006,2006,tonnes,343174.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
742,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2007,2007,tonnes,366396.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
743,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2008,2008,tonnes,350445.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
744,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2009,2009,tonnes,298311.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
745,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2010,2010,tonnes,265145.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
746,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2011,2011,tonnes,277561.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
747,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2012,2012,tonnes,262727.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
748,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2013,2013,tonnes,253530.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
749,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2014,2014,tonnes,242419.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
750,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2015,2015,tonnes,234983.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
751,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2016,2016,tonnes,223558.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
752,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2017,2017,tonnes,207777.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
753,QC,Crops,5000,World,5510,Production,782,"Bastfibres, other",2018,2018,tonnes,221276.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
754,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1961,1961,tonnes,11228313.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
755,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1962,1962,tonnes,11744939.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
756,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1963,1963,tonnes,11693428.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
757,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1964,1964,tonnes,12139318.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
758,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1965,1965,tonnes,12044424.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
759,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1966,1966,tonnes,11897234.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
760,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1967,1967,tonnes,12490784.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
761,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1968,1968,tonnes,11701307.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
762,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1969,1969,tonnes,11740358.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
763,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1970,1970,tonnes,12629727.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
764,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1971,1971,tonnes,12596557.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
765,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1972,1972,tonnes,12319681.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
766,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1973,1973,tonnes,13037173.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
767,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1974,1974,tonnes,12753197.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
768,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1975,1975,tonnes,13412679.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
769,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1976,1976,tonnes,12327437.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
770,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1977,1977,tonnes,13242206.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
771,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1978,1978,tonnes,13554877.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
772,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1979,1979,tonnes,12731407.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
773,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1980,1980,tonnes,13711771.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
774,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1981,1981,tonnes,15278695.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
775,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1982,1982,tonnes,15342446.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
776,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1983,1983,tonnes,14825734.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
777,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1984,1984,tonnes,15664232.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
778,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1985,1985,tonnes,15499453.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
779,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1986,1986,tonnes,15143551.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
780,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1987,1987,tonnes,15045832.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
781,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1988,1988,tonnes,16567574.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
782,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1989,1989,tonnes,15582299.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
783,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1990,1990,tonnes,17544635.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
784,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1991,1991,tonnes,18003141.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
785,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1992,1992,tonnes,17169073.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
786,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1993,1993,tonnes,16467245.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
787,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1994,1994,tonnes,17611866.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
788,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1995,1995,tonnes,17787767.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
789,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1996,1996,tonnes,17102924.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
790,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1997,1997,tonnes,16524782.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
791,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1998,1998,tonnes,16609308.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
792,QC,Crops,5000,World,5510,Production,176,"Beans, dry",1999,1999,tonnes,17953180.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
793,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2000,2000,tonnes,17839493.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
794,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2001,2001,tonnes,18475305.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
795,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2002,2002,tonnes,20130279.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
796,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2003,2003,tonnes,21369678.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
797,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2004,2004,tonnes,18659215.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
798,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2005,2005,tonnes,19270113.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
799,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2006,2006,tonnes,21170504.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
800,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2007,2007,tonnes,21737860.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
801,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2008,2008,tonnes,21893433.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
802,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2009,2009,tonnes,21991442.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
803,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2010,2010,tonnes,24634101.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
804,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2011,2011,tonnes,23832337.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
805,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2012,2012,tonnes,24226303.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
806,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2013,2013,tonnes,24739129.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
807,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2014,2014,tonnes,26849343.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
808,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2015,2015,tonnes,27614253.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
809,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2016,2016,tonnes,28370254.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
810,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2017,2017,tonnes,30811933.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
811,QC,Crops,5000,World,5510,Production,176,"Beans, dry",2018,2018,tonnes,30434280.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
812,QC,Crops,5000,World,5510,Production,414,"Beans, green",1961,1961,tonnes,2632012.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
813,QC,Crops,5000,World,5510,Production,414,"Beans, green",1962,1962,tonnes,2576531.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
814,QC,Crops,5000,World,5510,Production,414,"Beans, green",1963,1963,tonnes,2638434.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
815,QC,Crops,5000,World,5510,Production,414,"Beans, green",1964,1964,tonnes,2734299.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
816,QC,Crops,5000,World,5510,Production,414,"Beans, green",1965,1965,tonnes,2716652.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
817,QC,Crops,5000,World,5510,Production,414,"Beans, green",1966,1966,tonnes,2804820.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
818,QC,Crops,5000,World,5510,Production,414,"Beans, green",1967,1967,tonnes,2847014.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
819,QC,Crops,5000,World,5510,Production,414,"Beans, green",1968,1968,tonnes,2853535.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
820,QC,Crops,5000,World,5510,Production,414,"Beans, green",1969,1969,tonnes,2958870.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
821,QC,Crops,5000,World,5510,Production,414,"Beans, green",1970,1970,tonnes,3069315.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
822,QC,Crops,5000,World,5510,Production,414,"Beans, green",1971,1971,tonnes,3126849.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
823,QC,Crops,5000,World,5510,Production,414,"Beans, green",1972,1972,tonnes,3226604.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
824,QC,Crops,5000,World,5510,Production,414,"Beans, green",1973,1973,tonnes,3288529.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
825,QC,Crops,5000,World,5510,Production,414,"Beans, green",1974,1974,tonnes,3435688.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
826,QC,Crops,5000,World,5510,Production,414,"Beans, green",1975,1975,tonnes,3431663.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
827,QC,Crops,5000,World,5510,Production,414,"Beans, green",1976,1976,tonnes,3347391.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
828,QC,Crops,5000,World,5510,Production,414,"Beans, green",1977,1977,tonnes,3622146.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
829,QC,Crops,5000,World,5510,Production,414,"Beans, green",1978,1978,tonnes,3661016.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
830,QC,Crops,5000,World,5510,Production,414,"Beans, green",1979,1979,tonnes,3818595.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
831,QC,Crops,5000,World,5510,Production,414,"Beans, green",1980,1980,tonnes,3854047.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
832,QC,Crops,5000,World,5510,Production,414,"Beans, green",1981,1981,tonnes,4087064.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
833,QC,Crops,5000,World,5510,Production,414,"Beans, green",1982,1982,tonnes,4321373.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
834,QC,Crops,5000,World,5510,Production,414,"Beans, green",1983,1983,tonnes,4383863.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
835,QC,Crops,5000,World,5510,Production,414,"Beans, green",1984,1984,tonnes,4737131.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
836,QC,Crops,5000,World,5510,Production,414,"Beans, green",1985,1985,tonnes,4908984.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
837,QC,Crops,5000,World,5510,Production,414,"Beans, green",1986,1986,tonnes,4885512.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
838,QC,Crops,5000,World,5510,Production,414,"Beans, green",1987,1987,tonnes,5121953.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
839,QC,Crops,5000,World,5510,Production,414,"Beans, green",1988,1988,tonnes,5375367.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
840,QC,Crops,5000,World,5510,Production,414,"Beans, green",1989,1989,tonnes,5785474.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
841,QC,Crops,5000,World,5510,Production,414,"Beans, green",1990,1990,tonnes,5942817.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
842,QC,Crops,5000,World,5510,Production,414,"Beans, green",1991,1991,tonnes,6232678.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
843,QC,Crops,5000,World,5510,Production,414,"Beans, green",1992,1992,tonnes,6694618.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
844,QC,Crops,5000,World,5510,Production,414,"Beans, green",1993,1993,tonnes,6810927.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
845,QC,Crops,5000,World,5510,Production,414,"Beans, green",1994,1994,tonnes,6918021.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
846,QC,Crops,5000,World,5510,Production,414,"Beans, green",1995,1995,tonnes,8521778.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
847,QC,Crops,5000,World,5510,Production,414,"Beans, green",1996,1996,tonnes,8798619.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
848,QC,Crops,5000,World,5510,Production,414,"Beans, green",1997,1997,tonnes,8903901.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
849,QC,Crops,5000,World,5510,Production,414,"Beans, green",1998,1998,tonnes,9114653.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
